,match_sim,nonmatch_sim
0,0.6264457106590271,0.1582622081041336
1,0.49041834473609924,0.06308258324861526
2,0.3882083594799042,-0.060371141880750656
3,0.33209651708602905,0.07639749348163605
4,0.10511347651481628,-0.0038706082850694656
5,0.501034140586853,0.12782087922096252
6,0.4693347215652466,0.08182978630065918
7,0.40443164110183716,-0.07529417425394058
8,0.24969719350337982,0.08511419594287872
9,0.304759681224823,0.06560410559177399
10,0.3155118227005005,0.03950967267155647
11,0.3425440788269043,0.017269231379032135
12,0.5759238004684448,0.16882571578025818
13,0.060886871069669724,0.04848513752222061
14,0.06514620035886765,0.043135903775691986
15,0.44210898876190186,-0.04132116585969925
16,0.6853231191635132,0.04008858650922775
17,0.1829875409603119,0.20025208592414856
18,0.044385842978954315,0.11455358564853668
19,0.4773528575897217,0.14567898213863373
20,0.31540465354919434,0.08681365847587585
21,0.43280383944511414,0.16013158857822418
22,0.9548174738883972,0.03815567493438721
23,0.18277865648269653,0.23180383443832397
24,0.4429924488067627,0.12288250029087067
25,0.36095091700553894,0.11518634855747223
26,0.398002952337265,0.15218296647071838
27,0.08972904086112976,0.17714403569698334
28,0.3972151279449463,0.048791106790304184
29,0.5318081974983215,0.03494492918252945
30,0.6175369024276733,0.09811101853847504
31,0.5530740022659302,0.12121447920799255
32,0.41877561807632446,0.14289923012256622
33,0.7446204423904419,0.24188469350337982
34,0.7326635122299194,0.09017501771450043
35,0.6764163970947266,-0.014279408380389214
36,0.7933969497680664,0.1413927674293518
37,0.4368506073951721,0.253290057182312
38,0.4792071580886841,0.14120115339756012
39,0.7198445200920105,0.025719325989484787
40,0.4610441327095032,0.07895825058221817
41,0.6698325872421265,0.08839928358793259
42,0.6695125102996826,0.015570156276226044
43,0.3976731598377228,0.09785845875740051
44,0.8466531038284302,0.14741507172584534
45,0.5723942518234253,0.03322869539260864
46,0.8715980052947998,0.33354175090789795
47,0.6594579219818115,0.22102269530296326
48,0.5136724710464478,0.02526487037539482
49,0.5944306254386902,0.08571644127368927
50,0.4920406639575958,0.007660087198019028
51,0.5588111877441406,-0.032542575150728226
52,0.6973472237586975,0.14527738094329834
53,0.5210316181182861,0.0763036459684372
54,0.6013699173927307,0.2230130136013031
55,0.6974408030509949,0.12515684962272644
56,0.43864017724990845,0.30639106035232544
57,0.5447429418563843,-0.0024499446153640747
58,0.7874988317489624,-0.09571371227502823
59,0.4353677034378052,0.04163393750786781
60,0.9999999403953552,0.1449768841266632
61,0.39144107699394226,0.1234501451253891
62,0.08472782373428345,0.15587474405765533
63,0.46489405632019043,0.006875922903418541
64,0.46966952085494995,0.15911664068698883
65,0.23628483712673187,0.015767760574817657
66,0.6004341840744019,0.21968555450439453
67,0.2964847683906555,0.03058047406375408
68,0.18642845749855042,0.09565398842096329
69,0.29135242104530334,0.08213426172733307
70,1.000000238418579,0.07458631694316864
71,0.48563051223754883,0.042421113699674606
72,0.27941006422042847,0.2104962170124054
73,0.6568176746368408,0.1342061311006546
74,0.5003151893615723,0.036209944635629654
75,0.3639411926269531,0.07128410041332245
76,0.2455829679965973,0.13418225944042206
77,0.10449343919754028,-0.0024511143565177917
78,0.13238975405693054,0.03803912550210953
79,0.4416550099849701,0.027397815138101578
80,0.12498550862073898,0.056956514716148376
